integrated_management_brief_id,decision_package_id,provisional_warning,contradiction_warning,stakeholder_validation_required,assumption_validation_required,baseline_validation_required,financial_validation_required,governance_burden_status,evidence_limitation,lineage_limitation,audit_limitation,overall_management_limitation
IMB-D24AABFA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260824,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-5F092CDC,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260908,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-821A8D96,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20260912,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-300F2670,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261004,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-817F1E61,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261018,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-99CB09FD,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261030,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-6C1FBE0B,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261219,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-011F0FD8,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_002-20261230,False; False; False; False; False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-4DAFB72C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260407,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-C3651C87,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260516,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-7C992E13,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260526,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-DE8CAE57,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260530,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-1EE81D52,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260604,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-4652D90D,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260608,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-4E556BA3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260623,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-9019ECDB,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260627,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-FCF9325A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260708,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-714D4F4E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260714,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-D4D27EA4,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_003-20260730,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-1DB119D2,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260217,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-88F660B3,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260223,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-29DC7418,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260414,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-1F38C247,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260428,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-AC4C0B5E,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260609,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-7E93BD04,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260701,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-F3B08CAA,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260705,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-693FAE9C,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260727,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-53E17EB9,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260731,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-0A01F4D7,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260814,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-C4231D7F,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260906,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-0FC7F4F6,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260914,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-7939189A,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20260927,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
IMB-84A5A846,DPKG-PKG-EP-HOSP-001-DEPT-SURG-kpi_006-20261005,False; False,,True,False,False,False,,,,,"This brief supports management review and does not constitute action selection, scenario selection, recommendation approval, budget approval, or a final management decision."
