action_prerequisite_id,decision_action_routing_id,action_id,action_name,prerequisite_type,prerequisite_description,source_gate,source_condition_id,mandatory_flag,blocking_flag,responsible_role,evidence_required,current_status,completion_required_before_action
PRQ-7FDA4245,DAR-ED926096,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-41F67FEE,DAR-ED926096,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-6ED9E63D,DAR-ED926096,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-2EFA4A50,DAR-ED926096,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-1D32E8E0,DAR-ED926096,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-B093D3D1,DAR-57A63AEB,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-735550DE,DAR-57A63AEB,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-79997874,DAR-57A63AEB,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-D25C3B4C,DAR-57A63AEB,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-CB53918B,DAR-57A63AEB,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-D2B8D65D,DAR-57A63AEB,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-50A299BE,DAR-8D64AF46,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-9D4DEEA9,DAR-8D64AF46,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-A65099AA,DAR-8D64AF46,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-8FD98D33,DAR-8D64AF46,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-4C2634F2,DAR-8D64AF46,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-7B8CD770,DAR-8D64AF46,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-39B2344D,DAR-1ABB2275,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-D5B926C9,DAR-1ABB2275,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-DF2D75D5,DAR-1ABB2275,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-16A6768B,DAR-1ABB2275,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-8522DADD,DAR-1ABB2275,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-E9F80A6C,DAR-1ABB2275,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-93D7FF6E,DAR-C895CF39,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-31270104,DAR-C895CF39,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-C11AB101,DAR-C895CF39,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-6E2DA96C,DAR-C895CF39,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-8FA4F434,DAR-C895CF39,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-5CEB2357,DAR-C895CF39,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-52AE6ED6,DAR-D388E5F9,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-88C070A5,DAR-D388E5F9,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-B64FD089,DAR-D388E5F9,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-C5A8F7C5,DAR-D388E5F9,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-DCE89D4C,DAR-D388E5F9,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-C61E4317,DAR-D388E5F9,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-A0EF7CB9,DAR-B1534D7C,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-9B8913F0,DAR-B1534D7C,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-E21E2AE8,DAR-B1534D7C,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-E460B363,DAR-B1534D7C,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-14979305,DAR-B1534D7C,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-F228F51B,DAR-B1534D7C,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-CA754F53,DAR-067BBE3A,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-BE71C801,DAR-067BBE3A,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-C3680A3A,DAR-067BBE3A,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-BAE58B5D,DAR-067BBE3A,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-4F07B8DB,DAR-067BBE3A,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-B9A576C2,DAR-067BBE3A,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-3B6CA54C,DAR-845120DB,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-7EB295ED,DAR-845120DB,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-54ED4F92,DAR-845120DB,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-EADDF3D8,DAR-845120DB,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-B4FBF74E,DAR-845120DB,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-8D2BF02F,DAR-845120DB,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-D1B9E999,DAR-8ADD4F28,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-A4AD2BD0,DAR-8ADD4F28,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-2086B151,DAR-8ADD4F28,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-3CE398F7,DAR-8ADD4F28,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-965E6D5D,DAR-8ADD4F28,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-8BA76BAB,DAR-8ADD4F28,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-8F79544A,DAR-C09045AD,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-65BA62DE,DAR-C09045AD,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-C1E5314F,DAR-C09045AD,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-EB4130F3,DAR-C09045AD,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-B67AC312,DAR-C09045AD,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-F6AD2D43,DAR-C09045AD,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
PRQ-1E2F094C,DAR-41EC1F94,A010,Proceed to Limited-Trial Consideration,Management Review,Explicit management review required,,,True,True,Hospital COO / General Manager,Management review documentation,Pending,True
PRQ-46658F56,DAR-41EC1F94,A010,Proceed to Limited-Trial Consideration,Baseline Availability,Baseline data must be available,,,True,True,Data Owner,Baseline validation record,Pending,True
PRQ-BAE32BDF,DAR-41EC1F94,A010,Proceed to Limited-Trial Consideration,Scenario Completeness,Scenario analysis must be sufficiently complete,,,True,False,Analytics Team,Scenario analysis report,Pending,True
PRQ-605DA4EF,DAR-41EC1F94,A010,Proceed to Limited-Trial Consideration,Assumption Clearance,No blocking assumption issue remains,,,True,True,Analytics Team,Assumption validation record,Pending,True
PRQ-80359E2B,DAR-41EC1F94,A010,Proceed to Limited-Trial Consideration,Governance Clearance,No blocking governance issue remains,,,True,True,Governance / Audit Reviewer,Governance review record,Pending,True
PRQ-D3C4DB17,DAR-41EC1F94,A010,Proceed to Limited-Trial Consideration,Monitoring Definition,Monitoring requirements must be defined,,,True,False,Operations Manager,Monitoring plan,Pending,True
