scenario_run_id,approval_package_id,episode_id,scenario_template_id,comparator_id,comparator_type,scenario_family,baseline_id,primary_kpi_id,scenario_execution_status,final_scenario_confidence,causality_status,contradiction_severity,provisional_warning,governance_warning,assumption_profile,assumption_set_id,assumption_values_json,overall_validation_status,baseline_validation_status,numerical_validation_status,assumption_challenge_status,governance_compliance_status,tradeoff_classification,sensitivity_classification,dominance_classification,displacement_classification,evidence_id,lineage_id,closure_status
SR-BL-D0586F0E81DE2802-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,EP-HOSP-001-DEPT-PEX-kpi_001-20261229,SCEN-STAFF-001,COMP-HIGH-001,Higher Intensity,Staffing Coverage Adjustment,BL-D0586F0E81DE2802,kpi_001,Completed,Low,Not Confirmed,No Contradiction,False,Staffing coverage capped at 100.0%.,,staffing-default,"{""additional_staff_count"": 4.0, ""temporary_staff_count"": 3.0, ""staff_reassignment_count"": 2.0, ""uncovered_shift_reduction_pct"": 20.0, ""intervention_duration_days"": 30.0}",,,,,,Benefit,Sensitive to Assumption Intensity,,Possible Cross-KPI Displacement,EV-SR-BL-D0586F0E81DE2802-COMP-HIGH-001-BASE-0;EV-SR-BL-D0586F0E81DE2802-COMP-HIGH-001-REC-1;EV-SR-BL-D0586F0E81DE2802-COMP-HIGH-001-RECID-2;EV-SR-BL-D0586F0E81DE2802-COMP-HIGH-001-COMP-3;EV-SR-BL-D0586F0E81DE2802-COMP-HIGH-001-PKG-4;EV-SR-BL-D0586F0E81DE2802-COMP-HIGH-001-EP-5,LIN-EV-SR-BL-D0586F0E81DE2802-COMP-HIGH-001-BASE-0;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-HIGH-001-REC-1;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-HIGH-001-RECID-2;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-HIGH-001-COMP-3;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-HIGH-001-PKG-4;LIN-EV-SR-BL-D0586F0E81DE2802-COMP-HIGH-001-EP-5,Closed — Requires Revision
SR-BL-1A51315F694A284E-,PKG-EP-HOSP-001-DEPT-PEX-kpi_001-20261229,EP-HOSP-001-DEPT-PEX-kpi_001-20261229,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-1A51315F694A284E,kpi_001,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-5503C82683C481B0-,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,EP-HOSP-001-DEPT-PEX-kpi_002-20260103,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-5503C82683C481B0,kpi_002,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-969096010C63457B-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,EP-HOSP-001-DEPT-PEX-kpi_002-20260103,SCEN-ABS-001,COMP-BASE-002,Baseline,Absenteeism Contingency,BL-969096010C63457B,kpi_002,Completed,Low,Not Confirmed,No Contradiction,False,,,absenteeism-default,{},,,,,,Neutral,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-969096010C63457B-COMP-BASE-002-BASE-0;EV-SR-BL-969096010C63457B-COMP-BASE-002-REC-1;EV-SR-BL-969096010C63457B-COMP-BASE-002-RECID-2;EV-SR-BL-969096010C63457B-COMP-BASE-002-RECID-3;EV-SR-BL-969096010C63457B-COMP-BASE-002-COMP-4;EV-SR-BL-969096010C63457B-COMP-BASE-002-PKG-5;EV-SR-BL-969096010C63457B-COMP-BASE-002-EP-6,LIN-EV-SR-BL-969096010C63457B-COMP-BASE-002-BASE-0;LIN-EV-SR-BL-969096010C63457B-COMP-BASE-002-REC-1;LIN-EV-SR-BL-969096010C63457B-COMP-BASE-002-RECID-2;LIN-EV-SR-BL-969096010C63457B-COMP-BASE-002-RECID-3;LIN-EV-SR-BL-969096010C63457B-COMP-BASE-002-COMP-4;LIN-EV-SR-BL-969096010C63457B-COMP-BASE-002-PKG-5;LIN-EV-SR-BL-969096010C63457B-COMP-BASE-002-EP-6,Closed — Requires Revision
SR-BL-969096010C63457B-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,EP-HOSP-001-DEPT-PEX-kpi_002-20260103,SCEN-ABS-001,COMP-CONS-002,Conservative,Absenteeism Contingency,BL-969096010C63457B,kpi_002,Completed,Low,Not Confirmed,No Contradiction,False,,,absenteeism-default,"{""assumed_absenteeism_reduction_pct"": 10.0, ""replacement_coverage_pct"": 30.0, ""contingency_roster_activation_pct"": 25.0, ""absence_duration_reduction_days"": 1.0, ""intervention_duration_days"": 7.0}",,,,,,Adverse Effect,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-969096010C63457B-COMP-CONS-002-BASE-0;EV-SR-BL-969096010C63457B-COMP-CONS-002-REC-1;EV-SR-BL-969096010C63457B-COMP-CONS-002-RECID-2;EV-SR-BL-969096010C63457B-COMP-CONS-002-RECID-3;EV-SR-BL-969096010C63457B-COMP-CONS-002-COMP-4;EV-SR-BL-969096010C63457B-COMP-CONS-002-PKG-5;EV-SR-BL-969096010C63457B-COMP-CONS-002-EP-6,LIN-EV-SR-BL-969096010C63457B-COMP-CONS-002-BASE-0;LIN-EV-SR-BL-969096010C63457B-COMP-CONS-002-REC-1;LIN-EV-SR-BL-969096010C63457B-COMP-CONS-002-RECID-2;LIN-EV-SR-BL-969096010C63457B-COMP-CONS-002-RECID-3;LIN-EV-SR-BL-969096010C63457B-COMP-CONS-002-COMP-4;LIN-EV-SR-BL-969096010C63457B-COMP-CONS-002-PKG-5;LIN-EV-SR-BL-969096010C63457B-COMP-CONS-002-EP-6,Closed — Requires Revision
SR-BL-969096010C63457B-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,EP-HOSP-001-DEPT-PEX-kpi_002-20260103,SCEN-ABS-001,COMP-EXP-002,Expected,Absenteeism Contingency,BL-969096010C63457B,kpi_002,Completed,Low,Not Confirmed,No Contradiction,False,,,absenteeism-default,"{""assumed_absenteeism_reduction_pct"": 20.0, ""replacement_coverage_pct"": 50.0, ""contingency_roster_activation_pct"": 50.0, ""absence_duration_reduction_days"": 2.0, ""intervention_duration_days"": 14.0}",,,,,,Adverse Effect,Sensitive to Assumption Intensity,,Possible Cross-Department Displacement,EV-SR-BL-969096010C63457B-COMP-EXP-002-BASE-0;EV-SR-BL-969096010C63457B-COMP-EXP-002-REC-1;EV-SR-BL-969096010C63457B-COMP-EXP-002-RECID-2;EV-SR-BL-969096010C63457B-COMP-EXP-002-RECID-3;EV-SR-BL-969096010C63457B-COMP-EXP-002-COMP-4;EV-SR-BL-969096010C63457B-COMP-EXP-002-PKG-5;EV-SR-BL-969096010C63457B-COMP-EXP-002-EP-6,LIN-EV-SR-BL-969096010C63457B-COMP-EXP-002-BASE-0;LIN-EV-SR-BL-969096010C63457B-COMP-EXP-002-REC-1;LIN-EV-SR-BL-969096010C63457B-COMP-EXP-002-RECID-2;LIN-EV-SR-BL-969096010C63457B-COMP-EXP-002-RECID-3;LIN-EV-SR-BL-969096010C63457B-COMP-EXP-002-COMP-4;LIN-EV-SR-BL-969096010C63457B-COMP-EXP-002-PKG-5;LIN-EV-SR-BL-969096010C63457B-COMP-EXP-002-EP-6,Closed — Requires Revision
SR-BL-969096010C63457B-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,EP-HOSP-001-DEPT-PEX-kpi_002-20260103,SCEN-ABS-001,COMP-HIGH-002,Higher Intensity,Absenteeism Contingency,BL-969096010C63457B,kpi_002,Completed,Low,Not Confirmed,No Contradiction,False,,,absenteeism-default,"{""assumed_absenteeism_reduction_pct"": 35.0, ""replacement_coverage_pct"": 75.0, ""contingency_roster_activation_pct"": 75.0, ""absence_duration_reduction_days"": 4.0, ""intervention_duration_days"": 30.0}",,,,,,Adverse Effect,Sensitive to Assumption Intensity,,Possible Cross-Department Displacement,EV-SR-BL-969096010C63457B-COMP-HIGH-002-BASE-0;EV-SR-BL-969096010C63457B-COMP-HIGH-002-REC-1;EV-SR-BL-969096010C63457B-COMP-HIGH-002-RECID-2;EV-SR-BL-969096010C63457B-COMP-HIGH-002-RECID-3;EV-SR-BL-969096010C63457B-COMP-HIGH-002-COMP-4;EV-SR-BL-969096010C63457B-COMP-HIGH-002-PKG-5;EV-SR-BL-969096010C63457B-COMP-HIGH-002-EP-6,LIN-EV-SR-BL-969096010C63457B-COMP-HIGH-002-BASE-0;LIN-EV-SR-BL-969096010C63457B-COMP-HIGH-002-REC-1;LIN-EV-SR-BL-969096010C63457B-COMP-HIGH-002-RECID-2;LIN-EV-SR-BL-969096010C63457B-COMP-HIGH-002-RECID-3;LIN-EV-SR-BL-969096010C63457B-COMP-HIGH-002-COMP-4;LIN-EV-SR-BL-969096010C63457B-COMP-HIGH-002-PKG-5;LIN-EV-SR-BL-969096010C63457B-COMP-HIGH-002-EP-6,Closed — Requires Revision
SR-BL-48CFF172880EF923-,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260103,EP-HOSP-001-DEPT-PEX-kpi_002-20260103,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-48CFF172880EF923,kpi_002,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-6156F25AEDDB2255-,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,EP-HOSP-001-DEPT-PEX-kpi_002-20260209,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-6156F25AEDDB2255,kpi_002,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-FF275071CC199C1D-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,EP-HOSP-001-DEPT-PEX-kpi_002-20260209,SCEN-ABS-001,COMP-BASE-002,Baseline,Absenteeism Contingency,BL-FF275071CC199C1D,kpi_002,Completed,Low,Not Confirmed,No Contradiction,False,,,absenteeism-default,{},,,,,,Neutral,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-FF275071CC199C1D-COMP-BASE-002-BASE-0;EV-SR-BL-FF275071CC199C1D-COMP-BASE-002-REC-1;EV-SR-BL-FF275071CC199C1D-COMP-BASE-002-RECID-2;EV-SR-BL-FF275071CC199C1D-COMP-BASE-002-RECID-3;EV-SR-BL-FF275071CC199C1D-COMP-BASE-002-COMP-4;EV-SR-BL-FF275071CC199C1D-COMP-BASE-002-PKG-5;EV-SR-BL-FF275071CC199C1D-COMP-BASE-002-EP-6,LIN-EV-SR-BL-FF275071CC199C1D-COMP-BASE-002-BASE-0;LIN-EV-SR-BL-FF275071CC199C1D-COMP-BASE-002-REC-1;LIN-EV-SR-BL-FF275071CC199C1D-COMP-BASE-002-RECID-2;LIN-EV-SR-BL-FF275071CC199C1D-COMP-BASE-002-RECID-3;LIN-EV-SR-BL-FF275071CC199C1D-COMP-BASE-002-COMP-4;LIN-EV-SR-BL-FF275071CC199C1D-COMP-BASE-002-PKG-5;LIN-EV-SR-BL-FF275071CC199C1D-COMP-BASE-002-EP-6,Closed — Requires Revision
SR-BL-FF275071CC199C1D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,EP-HOSP-001-DEPT-PEX-kpi_002-20260209,SCEN-ABS-001,COMP-CONS-002,Conservative,Absenteeism Contingency,BL-FF275071CC199C1D,kpi_002,Completed,Low,Not Confirmed,No Contradiction,False,,,absenteeism-default,"{""assumed_absenteeism_reduction_pct"": 10.0, ""replacement_coverage_pct"": 30.0, ""contingency_roster_activation_pct"": 25.0, ""absence_duration_reduction_days"": 1.0, ""intervention_duration_days"": 7.0}",,,,,,Adverse Effect,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-FF275071CC199C1D-COMP-CONS-002-BASE-0;EV-SR-BL-FF275071CC199C1D-COMP-CONS-002-REC-1;EV-SR-BL-FF275071CC199C1D-COMP-CONS-002-RECID-2;EV-SR-BL-FF275071CC199C1D-COMP-CONS-002-RECID-3;EV-SR-BL-FF275071CC199C1D-COMP-CONS-002-COMP-4;EV-SR-BL-FF275071CC199C1D-COMP-CONS-002-PKG-5;EV-SR-BL-FF275071CC199C1D-COMP-CONS-002-EP-6,LIN-EV-SR-BL-FF275071CC199C1D-COMP-CONS-002-BASE-0;LIN-EV-SR-BL-FF275071CC199C1D-COMP-CONS-002-REC-1;LIN-EV-SR-BL-FF275071CC199C1D-COMP-CONS-002-RECID-2;LIN-EV-SR-BL-FF275071CC199C1D-COMP-CONS-002-RECID-3;LIN-EV-SR-BL-FF275071CC199C1D-COMP-CONS-002-COMP-4;LIN-EV-SR-BL-FF275071CC199C1D-COMP-CONS-002-PKG-5;LIN-EV-SR-BL-FF275071CC199C1D-COMP-CONS-002-EP-6,Closed — Requires Revision
SR-BL-FF275071CC199C1D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,EP-HOSP-001-DEPT-PEX-kpi_002-20260209,SCEN-ABS-001,COMP-EXP-002,Expected,Absenteeism Contingency,BL-FF275071CC199C1D,kpi_002,Completed,Low,Not Confirmed,No Contradiction,False,,,absenteeism-default,"{""assumed_absenteeism_reduction_pct"": 20.0, ""replacement_coverage_pct"": 50.0, ""contingency_roster_activation_pct"": 50.0, ""absence_duration_reduction_days"": 2.0, ""intervention_duration_days"": 14.0}",,,,,,Adverse Effect,Sensitive to Assumption Intensity,,Possible Cross-Department Displacement,EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-BASE-0;EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-REC-1;EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-RECID-2;EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-RECID-3;EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-COMP-4;EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-PKG-5;EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-EP-6,LIN-EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-BASE-0;LIN-EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-REC-1;LIN-EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-RECID-2;LIN-EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-RECID-3;LIN-EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-COMP-4;LIN-EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-PKG-5;LIN-EV-SR-BL-FF275071CC199C1D-COMP-EXP-002-EP-6,Closed — Requires Revision
SR-BL-FF275071CC199C1D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,EP-HOSP-001-DEPT-PEX-kpi_002-20260209,SCEN-ABS-001,COMP-HIGH-002,Higher Intensity,Absenteeism Contingency,BL-FF275071CC199C1D,kpi_002,Completed,Low,Not Confirmed,No Contradiction,False,,,absenteeism-default,"{""assumed_absenteeism_reduction_pct"": 35.0, ""replacement_coverage_pct"": 75.0, ""contingency_roster_activation_pct"": 75.0, ""absence_duration_reduction_days"": 4.0, ""intervention_duration_days"": 30.0}",,,,,,Adverse Effect,Sensitive to Assumption Intensity,,Possible Cross-Department Displacement,EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-BASE-0;EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-REC-1;EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-RECID-2;EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-RECID-3;EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-COMP-4;EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-PKG-5;EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-EP-6,LIN-EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-BASE-0;LIN-EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-REC-1;LIN-EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-RECID-2;LIN-EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-RECID-3;LIN-EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-COMP-4;LIN-EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-PKG-5;LIN-EV-SR-BL-FF275071CC199C1D-COMP-HIGH-002-EP-6,Closed — Requires Revision
SR-BL-916E3F5AC56508AC-,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260209,EP-HOSP-001-DEPT-PEX-kpi_002-20260209,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-916E3F5AC56508AC,kpi_002,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-ED761E7E36A1C2C7-,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,EP-HOSP-001-DEPT-PEX-kpi_002-20260221,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-ED761E7E36A1C2C7,kpi_002,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-2622B2F5170D6F57-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,EP-HOSP-001-DEPT-PEX-kpi_002-20260221,SCEN-ABS-001,COMP-BASE-002,Baseline,Absenteeism Contingency,BL-2622B2F5170D6F57,kpi_002,Completed,Low,Not Confirmed,No Contradiction,False,,,absenteeism-default,{},,,,,,Neutral,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-BASE-0;EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-REC-1;EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-RECID-2;EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-RECID-3;EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-COMP-4;EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-PKG-5;EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-EP-6,LIN-EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-BASE-0;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-REC-1;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-RECID-2;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-RECID-3;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-COMP-4;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-PKG-5;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-BASE-002-EP-6,Closed — Requires Revision
SR-BL-2622B2F5170D6F57-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,EP-HOSP-001-DEPT-PEX-kpi_002-20260221,SCEN-ABS-001,COMP-CONS-002,Conservative,Absenteeism Contingency,BL-2622B2F5170D6F57,kpi_002,Completed,Low,Not Confirmed,No Contradiction,False,,,absenteeism-default,"{""assumed_absenteeism_reduction_pct"": 10.0, ""replacement_coverage_pct"": 30.0, ""contingency_roster_activation_pct"": 25.0, ""absence_duration_reduction_days"": 1.0, ""intervention_duration_days"": 7.0}",,,,,,Adverse Effect,Sensitive to Assumption Intensity,,No Displacement Identified,EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-BASE-0;EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-REC-1;EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-RECID-2;EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-RECID-3;EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-COMP-4;EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-PKG-5;EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-EP-6,LIN-EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-BASE-0;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-REC-1;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-RECID-2;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-RECID-3;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-COMP-4;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-PKG-5;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-CONS-002-EP-6,Closed — Requires Revision
SR-BL-2622B2F5170D6F57-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,EP-HOSP-001-DEPT-PEX-kpi_002-20260221,SCEN-ABS-001,COMP-EXP-002,Expected,Absenteeism Contingency,BL-2622B2F5170D6F57,kpi_002,Completed,Low,Not Confirmed,No Contradiction,False,,,absenteeism-default,"{""assumed_absenteeism_reduction_pct"": 20.0, ""replacement_coverage_pct"": 50.0, ""contingency_roster_activation_pct"": 50.0, ""absence_duration_reduction_days"": 2.0, ""intervention_duration_days"": 14.0}",,,,,,Adverse Effect,Sensitive to Assumption Intensity,,Possible Cross-Department Displacement,EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-BASE-0;EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-REC-1;EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-RECID-2;EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-RECID-3;EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-COMP-4;EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-PKG-5;EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-EP-6,LIN-EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-BASE-0;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-REC-1;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-RECID-2;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-RECID-3;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-COMP-4;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-PKG-5;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-EXP-002-EP-6,Closed — Requires Revision
SR-BL-2622B2F5170D6F57-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,EP-HOSP-001-DEPT-PEX-kpi_002-20260221,SCEN-ABS-001,COMP-HIGH-002,Higher Intensity,Absenteeism Contingency,BL-2622B2F5170D6F57,kpi_002,Completed,Low,Not Confirmed,No Contradiction,False,,,absenteeism-default,"{""assumed_absenteeism_reduction_pct"": 35.0, ""replacement_coverage_pct"": 75.0, ""contingency_roster_activation_pct"": 75.0, ""absence_duration_reduction_days"": 4.0, ""intervention_duration_days"": 30.0}",,,,,,Adverse Effect,Sensitive to Assumption Intensity,,Possible Cross-Department Displacement,EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-BASE-0;EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-REC-1;EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-RECID-2;EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-RECID-3;EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-COMP-4;EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-PKG-5;EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-EP-6,LIN-EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-BASE-0;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-REC-1;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-RECID-2;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-RECID-3;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-COMP-4;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-PKG-5;LIN-EV-SR-BL-2622B2F5170D6F57-COMP-HIGH-002-EP-6,Closed — Requires Revision
SR-BL-36E349F71E9077CC-,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260221,EP-HOSP-001-DEPT-PEX-kpi_002-20260221,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,BL-36E349F71E9077CC,kpi_002,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
SR-BL-5A8D159A9617616C-,PKG-EP-HOSP-001-DEPT-PEX-kpi_002-20260302,EP-HOSP-001-DEPT-PEX-kpi_002-20260302,,-BLOCKED,Baseline,No-Action or Baseline Comparator,BL-5A8D159A9617616C,kpi_002,Blocked — Unsupported Family,Insufficient Evidence,Not Confirmed,No Contradiction,False,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,,,{},,,,,,,Sensitive to Assumption Intensity,,,,,Closed — Unsupported
